p(MeV) beta E(MeV) m(MeV)
281.785 0.917351 307.172 122.279 
277.667 0.893928 310.614 139.22 
283.374 0.902302 314.057 135.391 
287.534 0.90291 318.452 136.88 
288.209 0.907501 317.585 133.402 
288.827 0.905375 319.013 135.458 
294.813 0.880843 334.694 158.447 
294.101 0.908077 323.872 135.639 
282.734 0.901924 313.479 135.39 
286.365 0.906301 315.971 133.54 
288.157 0.894265 322.228 144.209 
285.283 0.896985 318.047 140.596 
286.219 0.890644 321.362 146.124 
294.173 0.913754 321.939 130.793 
288.09 0.894041 322.233 144.356 
290.155 0.903141 321.273 137.937 
295.275 0.903294 326.887 140.241 
274.228 0.892145 307.38 138.859 
286.405 0.90298 317.178 136.286 
292.002 0.890093 328.058 149.522 
286.635 0.890258 321.968 146.642 
286.472 0.891303 321.408 145.729 
289.698 0.904612 320.246 136.5 
270.546 0.902218 299.868 129.327 
289.877 0.897907 322.837 142.108 
288.907 0.909988 317.484 131.64 
287.863 0.909597 316.473 131.492 
294.023 0.900909 326.362 141.644 
291.059 0.900288 323.295 140.729 
287.603 0.91318 314.946 128.359 
281.049 0.891068 315.407 143.154 
285.753 0.891718 320.452 145.034 
281.718 0.898694 313.475 137.483 
286.793 0.902182 317.888 137.123 
283.871 0.907392 312.843 131.483 
288.619 0.885168 326.062 151.707 
280.935 0.908891 309.096 128.904 
291.973 0.901151 324 140.456 
289.08 0.909641 317.795 132.01 
279.738 0.892687 313.366 141.227 
288.263 0.909204 317.05 132.004 
293.489 0.899309 326.349 142.717 
285.959 0.887608 322.168 148.391 
295.521 0.907048 325.806 137.173 
283.395 0.904022 313.483 134.009 
289.243 0.915191 316.047 127.373 
299.353 0.894194 334.774 149.872 
285.432 0.90767 314.467 131.977 
279.95 0.911637 307.085 126.211 
284.842 0.899212 316.769 138.591 
285.752 0.909157 314.304 130.893 
286.027 0.901571 317.254 137.254 
281.019 0.894585 314.133 140.385 
289.105 0.894699 323.131 144.332 
295.338 0.907994 325.264 136.28 
297.671 0.918831 323.967 127.854 
283.229 0.893318 317.053 142.491 
285.785 0.921289 310.201 120.63 
281.782 0.896484 314.32 139.268 
284.647 0.90552 314.346 133.378 
287.584 0.87893 327.197 156.057 
275.495 0.892704 308.607 139.072 
288.166 0.918216 313.832 124.303 
285.778 0.918244 311.222 123.249 
290.376 0.900852 322.335 139.934 
277.046 0.896622 308.989 136.819 
289.602 0.899589 321.927 140.598 
294.739 0.903701 326.146 139.644 
289.425 0.895522 323.191 143.825 
287.654 0.89714 320.635 141.639 
286.607 0.901675 317.861 137.448 
284.612 0.88492 321.624 149.794 
279.433 0.91378 305.799 124.218 
288.93 0.898611 321.529 141.07 
296.015 0.900823 328.605 142.676 
288.203 0.896087 321.624 142.762 
288.32 0.90684 317.939 134.003 
279.75 0.907619 308.225 129.391 
298.232 0.921238 323.73 125.931 
283.92 0.892687 318.052 143.339 
287.805 0.889669 323.497 147.711 
289.817 0.913179 317.372 129.348 
277.038 0.899494 307.993 134.572 
283.911 0.892736 318.024 143.296 
282.877 0.907267 311.791 131.125 
301.756 0.903076 334.142 143.507 
290.676 0.894397 324.996 145.363 
287.096 0.910973 315.153 129.99 
299.066 0.902502 331.375 142.718 
287.062 0.893512 321.274 144.265 
283.604 0.896347 316.4 140.277 
289.528 0.892287 324.479 146.492 
300.353 0.895867 335.265 148.966 
286.108 0.89352 320.203 143.779 
294.413 0.898884 327.532 143.52 
278.898 0.895324 311.505 138.749 
284.308 0.910183 312.363 129.383 
290.792 0.898041 323.807 142.446 
291.098 0.897939 324.185 142.68 
287.013 0.896569 320.123 141.784 
283.241 0.90166 314.132 135.845 
287.756 0.905811 317.678 134.594 
290.728 0.892813 325.631 146.673 
279.554 0.912762 306.273 125.11 
290.161 0.904195 320.905 137.065 
293.114 0.896711 326.877 144.681 
284.8 0.895481 318.041 141.56 
289.475 0.915407 316.225 127.29 
286.059 0.896673 319.023 141.229 
286.157 0.907487 315.329 132.464 
292.962 0.898968 325.887 142.743 
287.66 0.9003 319.516 139.076 
286.336 0.899896 318.188 138.763 
291.665 0.899149 324.379 141.962 
288.28 0.907142 317.789 133.734 
294.448 0.900508 326.98 142.184 
289.211 0.896606 322.561 142.839 
288.217 0.887166 324.874 149.914 
283.336 0.914445 309.845 125.398 
284.409 0.912957 311.526 127.12 
293.764 0.907482 323.714 135.989 
285.367 0.908196 314.213 131.513 
290.604 0.879844 330.29 156.975 
294.404 0.892742 329.775 148.587 
283.804 0.897049 316.375 139.816 
292.156 0.899722 324.718 141.728 
285.091 0.894268 318.798 142.672 
292.989 0.894031 327.717 146.819 
286.947 0.895408 320.466 142.686 
282.883 0.909129 311.158 129.602 
285.458 0.907202 314.657 132.374 
292.919 0.899813 325.533 142.022 
295.83 0.884537 334.446 156.009 
288.005 0.906117 317.845 134.457 
296.795 0.905667 327.709 138.945 
282.581 0.918544 307.641 121.616 
297.305 0.895066 332.159 148.121 
283.318 0.893455 317.104 142.428 
286.209 0.879193 325.536 155.107 
282.476 0.901138 313.466 135.898 
291.077 0.897658 324.262 142.9 
281.671 0.887995 317.199 145.865 
290.014 0.913109 317.612 129.495 
287.097 0.892609 321.638 145.004 
278.247 0.891802 312.006 141.159 
286.318 0.904577 316.522 134.936 
279.804 0.882165 317.178 149.372 
275.767 0.903386 305.26 130.904 
280.08 0.892332 313.874 141.676 
283.511 0.884762 320.437 149.337 
289.518 0.898367 322.271 141.556 
288.787 0.902128 320.117 138.12 
296.109 0.911273 324.94 133.811 
296.074 0.897101 330.034 145.817 
282.607 0.893255 316.379 142.228 
278.256 0.896908 310.239 137.193 
281.559 0.889872 316.404 144.347 
289.8 0.907199 319.445 134.391 
287.613 0.892245 322.348 145.557 
287.186 0.899491 319.276 139.504 
285.629 0.900592 317.158 137.858 
284.69 0.912888 311.856 127.303 
286.566 0.89227 321.165 145.006 
289.686 0.899088 322.2 141.049 
286.24 0.898214 318.677 140.078 
290.725 0.922144 315.27 121.961 
281.869 0.891747 316.086 143.04 
283.88 0.910704 311.715 128.757 
278.243 0.908615 306.227 127.891 
283.885 0.905327 313.572 133.179 
287.806 0.912195 315.509 129.281 
298.647 0.894987 333.689 148.856 
278.632 0.899731 309.684 135.16 
284.174 0.914743 310.66 125.518 
292.454 0.892908 327.53 147.467 
287.188 0.890709 322.426 146.566 
288.546 0.898519 321.135 140.957 
287.161 0.89556 320.649 142.67 
279.576 0.90861 307.697 128.508 
295.112 0.902617 326.951 140.734 
300.519 0.906667 331.455 139.823 
287.089 0.897199 319.984 141.313 
290.536 0.902233 322.019 138.87 
295.003 0.9023 326.946 140.949 
283.452 0.898994 315.299 138.088 
281.461 0.893725 314.93 141.282 
287.73 0.890571 323.085 146.954 
273.003 0.897324 304.241 134.284 
289.291 0.894439 323.433 144.636 
279.818 0.91331 306.378 124.777 
292.298 0.894763 326.677 145.875 
288.255 0.913961 315.391 127.986 
283.258 0.909786 311.345 129.233 
284.15 0.909181 312.534 130.139 
292.485 0.902198 324.192 139.831 
281.215 0.906085 310.363 131.313 
292.665 0.88253 331.62 155.947 
297.144 0.912114 325.775 133.547 
299.785 0.897699 333.948 147.14 
296.805 0.899614 329.925 144.074 
279.5 0.891387 313.556 142.117 
278.936 0.89197 312.72 141.379 
292.895 0.906092 323.251 136.762 
290.378 0.907637 319.928 134.292 
288.691 0.894011 322.917 144.682 
292.325 0.894251 326.894 146.307 
292.065 0.912068 320.222 131.303 
289.64 0.90122 321.386 139.277 
286.096 0.895939 319.325 141.837 
278.985 0.906363 307.807 130.048 
283.128 0.905598 312.641 132.603 
278.7 0.902585 308.78 132.933 
286.494 0.89843 318.883 140.027 
294.394 0.906483 324.765 137.13 
289.831 0.898726 322.491 141.416 
288.288 0.909756 316.885 131.552 
289.086 0.909898 317.712 131.797 
289.585 0.889085 325.711 149.092 
274.035 0.908894 301.504 125.735 
283.546 0.900504 314.874 136.922 
289.543 0.882807 327.98 154.064 
283.366 0.921174 307.614 119.708 
281.756 0.907622 310.433 130.316 
286.906 0.903946 317.393 135.732 
287.347 0.890332 322.742 146.948 
277.954 0.909871 305.487 126.744 
295.485 0.892006 331.259 149.737 
294.746 0.90623 325.244 137.509 
295.164 0.904316 326.395 139.326 
286.136 0.904186 316.457 135.171 
293.268 0.899954 325.87 142.074 
286.109 0.895817 319.383 141.941 
292.883 0.891091 328.679 149.163 
289.233 0.897412 322.297 142.195 
286.512 0.910691 314.609 129.961 
282.984 0.894831 316.243 141.172 
284.649 0.887987 320.556 147.413 
287.7 0.909766 316.235 131.276 
297.164 0.903589 328.871 140.888 
283.331 0.907916 312.068 130.804 
283.321 0.883604 320.643 150.136 
278.936 0.894171 311.949 139.667 
284.485 0.902354 315.27 135.88 
286.902 0.898554 319.293 140.126 
287.903 0.902858 318.88 137.099 
291.616 0.891121 327.246 148.493 
283.804 0.885816 320.387 148.671 
297.277 0.908064 327.374 137.114 
279.033 0.878949 317.461 151.402 
295.049 0.890841 331.203 150.47 
280.717 0.913042 307.452 125.399 
288.728 0.907289 318.231 133.819 
289.082 0.892154 324.027 146.373 
281.603 0.900292 312.791 136.154 
285.434 0.89771 317.958 140.088 
291.564 0.89863 324.454 142.34 
287.11 0.906073 316.873 134.076 
300.184 0.910601 329.654 136.241 
283.791 0.898404 315.883 138.726 
274.159 0.886252 309.347 143.291 
291.737 0.891213 327.349 148.481 
286.677 0.891482 321.573 145.69 
292.348 0.912331 320.44 131.205 
270.277 0.897101 301.278 133.113 
292.932 0.907421 322.819 135.656 
289.168 0.886141 326.323 151.224 
285.319 0.903864 315.666 135.049 
288.627 0.898582 321.202 140.945 
287.223 0.906071 316.998 134.13 
287.184 0.899066 319.425 139.848 
287.435 0.920651 312.208 121.882 
287.076 0.90239 318.128 137.088 
281.691 0.903208 311.878 133.859 
286.159 0.900161 317.898 138.463 
286.256 0.909643 314.69 130.72 
282.886 0.881771 320.816 151.322 
280.23 0.917372 305.471 121.587 
289.133 0.897643 322.102 141.958 
284.875 0.895422 318.146 141.645 
278.832 0.906876 307.464 129.565 
287.869 0.916784 313.999 125.406 
293.445 0.900558 325.848 141.658 
283.479 0.905101 313.201 133.172 
291.229 0.869936 334.77 165.097 
295.313 0.897307 329.111 145.271 
284.474 0.894748 317.938 141.982 
287.26 0.913895 314.325 127.601 
283.468 0.901542 314.425 136.049 
294.33 0.906056 324.848 137.462 
293.027 0.8886 329.762 151.256 
290.664 0.907378 320.334 134.642 
298.901 0.912635 327.515 133.88 
290.637 0.90644 320.636 135.415 
295.972 0.887008 333.675 154.076 
288.686 0.904402 319.202 136.198 
290.454 0.893647 325.021 145.86 
282.798 0.89911 314.532 137.678 
280.268 0.908506 308.494 128.911 
293.356 0.898297 326.569 143.491 
288.066 0.899161 320.372 140.201 
288.252 0.89368 322.545 144.728 
285.917 0.894313 319.706 143.05 
282.116 0.89723 314.429 138.841 
285.758 0.900147 317.457 138.28 
291.585 0.907384 321.347 135.063 
282.45 0.914836 308.744 124.679 
289.308 0.885467 326.729 151.832 
284.815 0.90279 315.483 135.684 
289.825 0.897005 323.103 142.818 
286.857 0.896106 320.115 142.08 
288.726 0.883078 326.955 153.416 
289.973 0.899972 322.203 140.464 
292.977 0.894173 327.651 146.696 
292.882 0.897691 326.261 143.759 
297.392 0.900347 330.308 143.741 
285.61 0.908416 314.404 131.442 
295.15 0.894376 330.007 147.617 
278.295 0.903634 307.973 131.906 
289.109 0.911948 317.024 130.076 
290.772 0.911908 318.862 130.859 
282.023 0.897693 314.164 138.428 
290.299 0.899861 322.605 140.713 
298.925 0.897107 333.21 147.216 
297.121 0.896966 331.252 146.446 
278.369 0.910498 305.732 126.424 
288.17 0.888337 324.392 148.958 
295.066 0.912253 323.448 132.493 
289.056 0.903827 319.813 136.848 
296.498 0.897154 330.487 145.982 
282.829 0.903148 313.159 134.448 
288.032 0.90826 317.125 132.687 
286.517 0.88338 324.341 152.005 
286.351 0.899915 318.198 138.755 
287.893 0.891432 322.956 146.349 
292.813 0.89877 325.793 142.834 
291.01 0.898046 324.047 142.549 
294.719 0.902033 326.727 141.038 
284.458 0.898731 316.511 138.791 
282.554 0.894506 315.877 141.215 
286.534 0.902314 317.554 136.891 
300.372 0.917893 327.24 129.858 
282.441 0.89901 314.169 137.584 
296.088 0.90457 327.325 139.547 
294.995 0.897825 328.566 144.685 
279.308 0.900631 310.125 134.776 
291.554 0.91331 319.228 130.01 
283.949 0.894627 317.394 141.816 
289.132 0.910473 317.563 131.334 
281.456 0.915602 307.4 123.602 
284.419 0.891035 319.201 144.896 
278.75 0.900545 309.535 134.574 
291.986 0.88583 329.619 152.947 
280.917 0.904192 310.683 132.7 
293.664 0.892034 329.207 148.791 
294.587 0.89998 327.327 142.692 
287.593 0.894554 321.493 143.694 
289.227 0.920626 314.164 122.663 
281.41 0.893812 314.843 141.189 
278.604 0.897564 310.401 136.851 
285.746 0.904449 315.934 134.772 
286.885 0.904684 317.111 135.115 
270.976 0.899325 301.311 131.758 
275.494 0.908699 303.174 126.56 
288.702 0.900583 320.572 139.347 
293.627 0.897609 327.121 144.193 
291.679 0.897151 325.117 143.612 
286.54 0.902521 317.489 136.725 
290.104 0.895989 323.781 143.784 
284.004 0.892477 318.22 143.547 
274.486 0.895888 306.385 136.121 
282.483 0.920414 306.909 119.985 
278.194 0.899413 309.307 135.198 
278.06 0.91043 305.416 126.339 
292.663 0.904438 323.586 138.043 
288.636 0.871514 331.19 162.406 
282.2 0.892081 316.339 142.945 
288.207 0.896225 321.579 142.652 
281.458 0.900956 312.4 135.554 
291.475 0.906302 321.609 135.922 
282.185 0.890897 316.742 143.866 
288.707 0.900361 320.657 139.532 
286.25 0.888433 322.196 147.89 
285.86 0.895197 319.326 142.315 
287.278 0.913123 314.611 128.262 
280.273 0.901876 310.767 134.25 
294.218 0.895041 328.72 146.604 
282.209 0.890573 316.885 144.132 
296.346 0.884223 335.149 156.536 
278.84 0.904687 308.218 131.324 
287.221 0.902212 318.352 137.303 
293.174 0.901786 325.104 140.504 
284.074 0.893037 318.099 143.139 
282.437 0.894035 315.913 141.528 
291.286 0.899656 323.775 141.36 
280.809 0.902678 311.084 133.865 
276.471 0.90608 305.129 129.102 
284.087 0.91347 310.998 126.547 
286.518 0.900915 318.03 138.024 
284.2 0.885726 320.867 148.949 
286.833 0.89511 320.444 142.869 
277.498 0.900974 307.998 133.632 
296.9 0.895523 331.538 147.539 
291.222 0.902517 322.677 138.962 
287.007 0.925285 310.182 117.643 
289.455 0.897346 322.568 142.359 
284.41 0.893141 318.437 143.226 
286.249 0.883966 323.824 151.404 
288.209 0.909505 316.885 131.727 
289.699 0.894164 323.989 145.063 
282.832 0.903085 313.184 134.5 
288.386 0.904152 318.958 136.262 
295.654 0.904875 326.734 139.083 
285.844 0.915085 312.369 125.966 
285.171 0.919531 310.127 121.885 
289.385 0.882045 328.085 154.582 
292.136 0.88993 328.269 149.723 
291.475 0.90394 322.449 137.898 
289.856 0.896467 323.331 143.271 
283.44 0.900077 314.907 137.215 
287.349 0.908257 316.375 132.375 
286.105 0.90157 317.34 137.292 
293.418 0.906902 323.538 136.32 
291.856 0.897525 325.179 143.392 
285.811 0.905577 315.612 133.877 
283.175 0.899428 314.839 137.606 
287.167 0.899948 319.093 139.123 
288.772 0.91036 317.206 131.265 
290.876 0.886077 328.274 152.168 
290.257 0.916839 316.584 126.399 
283.44 0.896172 316.279 140.335 
285.466 0.913269 312.576 127.33 
286.541 0.900836 318.084 138.099 
284.094 0.918734 309.223 122.105 
283.435 0.906776 312.575 131.786 
295.179 0.904785 326.243 138.937 
279.605 0.893921 312.785 140.198 
294.504 0.916379 321.378 128.651 
290.583 0.903901 321.477 137.509 
285.301 0.898322 317.593 139.531 
275.759 0.880539 313.171 148.435 
286.746 0.907982 315.806 132.326 
292.978 0.889768 329.274 150.285 
275.71 0.902766 305.406 131.365 
288.136 0.891755 323.111 146.213 
288.422 0.90908 317.268 132.181 
289.12 0.907817 318.478 133.559 
283.664 0.914602 310.15 125.411 
290.516 0.91445 317.695 128.571 
287.195 0.905113 317.303 134.908 
284.047 0.90443 314.062 133.986 
278.241 0.910574 305.566 126.305 
286.86 0.89825 319.354 140.352 
282.319 0.910913 309.93 127.876 
297.372 0.910351 326.656 135.182 
291.812 0.912102 319.934 131.161 
286.673 0.907295 315.964 132.861 
284.436 0.903821 314.704 134.665 
281.714 0.907607 310.392 130.309 
284.884 0.888149 320.761 147.408 
292.902 0.890159 329.045 149.93 
285.687 0.909839 313.997 130.297 
291.979 0.896734 325.603 144.102 
295.15 0.913682 323.034 131.29 
285.427 0.894644 319.04 142.54 
281.503 0.888615 316.788 145.296 
293.063 0.908538 322.566 134.768 
286.786 0.888713 322.698 147.946 
289.803 0.905904 319.904 135.474 
282.079 0.909909 310.007 128.593 
283.192 0.882578 320.869 150.862 
285.081 0.893126 319.195 143.576 
293.565 0.900338 326.061 141.899 
285.835 0.899768 317.677 138.624 
289.212 0.908117 318.475 133.351 
285.378 0.898255 317.702 139.622 
286.179 0.895494 319.577 142.236 
295.403 0.909659 324.741 134.883 
285.011 0.910244 313.115 129.652 
291.694 0.890317 327.63 149.183 
300.269 0.899612 333.776 145.757 
283.211 0.880534 321.635 152.449 
283.268 0.90099 314.397 136.398 
282.626 0.905531 312.111 132.422 
285.535 0.909237 314.038 130.727 
288.686 0.891328 323.883 146.835 
293.444 0.894885 327.912 146.346 
283.038 0.892964 316.964 142.674 
282.243 0.907344 311.065 130.768 
289.722 0.896454 323.186 143.216 
283.705 0.900133 315.181 137.297 
284.73 0.907453 313.768 131.831 
298.615 0.920413 324.436 126.837 
289.896 0.906121 319.931 135.336 
295.189 0.908281 324.998 135.966 
287.307 0.90437 317.688 135.573 
288.146 0.895836 321.65 142.936 
287.366 0.888223 323.529 148.633 
293.219 0.886541 330.745 153.019 
281.2 0.888039 316.653 145.587 
291.339 0.913882 318.793 129.423 
282.421 0.890789 317.046 144.071 
290.791 0.894379 325.132 145.435 
297.544 0.902473 329.698 142.017 
288.338 0.900849 320.073 138.954 
286.804 0.909771 315.249 130.863 
290.559 0.906858 320.402 135.029 
294.108 0.903951 325.358 139.135 
284.745 0.919712 309.602 121.548 
286.957 0.91696 312.944 124.858 
286.892 0.891738 321.722 145.596 
279.225 0.890427 313.586 142.721 
288.436 0.890781 323.801 147.146 
286.602 0.903027 317.379 136.341 
276.552 0.898395 307.829 135.195 
292.598 0.881262 332.022 156.923 
282.251 0.897911 314.342 138.366 
284.522 0.895166 317.843 141.673 
291.977 0.891862 327.379 148.076 
283.131 0.917315 308.652 122.894 
280.071 0.906543 308.944 130.409 
291.635 0.891719 327.048 148.018 
288.339 0.90513 318.561 135.432 
271.098 0.883409 306.877 143.803 
289.211 0.901475 320.82 138.861 
292.385 0.891791 327.863 148.341 
286.432 0.896622 319.457 141.455 
293.275 0.897561 326.746 144.059 
287.305 0.908082 316.387 132.5 
290.642 0.907589 320.235 134.454 
282.533 0.896494 315.153 139.63 
289.268 0.901575 320.848 138.806 
284.24 0.894405 317.798 142.138 
288.098 0.901946 319.418 137.94 
283.768 0.898025 315.991 139.019 
279.475 0.901431 310.035 134.222 
291.14 0.899704 323.596 141.25 
287.181 0.892849 321.645 144.855 
296.171 0.897812 329.881 145.273 
296.686 0.886396 334.71 154.946 
282.503 0.915274 308.654 124.336 
282.848 0.924501 305.946 116.621 
283.161 0.899578 314.77 137.479 
288.853 0.896049 322.363 143.115 
289.721 0.91139 317.889 130.825 
285.892 0.901143 317.255 137.537 
286.69 0.90262 317.62 136.716 
286.489 0.902347 317.494 136.843 
294.962 0.904243 326.198 139.292 
288.496 0.904444 318.976 136.072 
280.899 0.895582 313.649 139.542 
278.635 0.898548 310.095 136.093 
286.023 0.89441 319.789 143.025 
288.062 0.911442 316.051 130.032 
285.179 0.897726 317.668 139.95 
284.564 0.879652 323.496 153.861 
289.039 0.894116 323.268 144.771 
294.735 0.902809 326.465 140.393 
294.245 0.898246 327.577 143.968 
286.074 0.904022 316.446 135.277 
289.461 0.90372 320.299 137.128 
291.458 0.900098 323.807 141.079 
289.222 0.903569 320.088 137.139 
288.752 0.908254 317.92 133.024 
293.98 0.898501 327.19 143.627 
294.787 0.900811 327.247 142.094 
292.535 0.89115 328.267 148.937 
284.827 0.880012 323.662 153.724 
283.674 0.880588 322.141 152.657 
279.585 0.886399 315.416 146.013 
276.175 0.896283 308.133 136.652 
280.737 0.883894 317.614 148.544 
275.071 0.907394 303.144 127.405 
290.57 0.903047 321.766 138.212 
286.278 0.905888 316.019 133.84 
285.374 0.898524 317.603 139.404 
290.845 0.902475 322.275 138.817 
296.626 0.899078 329.922 144.436 
285.578 0.896657 318.492 141.005 
288.805 0.896576 322.119 142.663 
279.601 0.910767 306.995 126.765 
285.434 0.89751 318.029 140.249 
286.172 0.908972 314.831 131.24 
286.156 0.897964 318.672 140.238 
288.146 0.90561 318.179 134.943 
286.957 0.89995 318.859 139.02 
287.359 0.889006 323.237 148.009 
290.188 0.887351 327.028 150.791 
283.961 0.89922 315.786 138.155 
287.666 0.896816 320.764 141.907 
287.306 0.914277 314.244 127.297 
291.968 0.904633 322.748 137.552 
282.36 0.903743 312.434 133.745 
286.391 0.895504 319.81 142.333 
282.596 0.888232 318.155 146.159 
279.644 0.877723 318.602 152.664 
286.08 0.903579 316.607 135.641 
278.57 0.89526 311.161 138.636 
282.198 0.903788 312.239 133.632 
284.657 0.905565 314.342 133.346 
290.914 0.890377 326.731 148.735 
283.049 0.911285 310.604 127.899 
283.797 0.917179 309.423 123.298 
287.902 0.909327 316.61 131.736 
291.498 0.905332 321.979 136.746 
290.042 0.899397 322.485 140.968 
288.521 0.897437 321.494 141.825 
289.832 0.895199 323.762 144.29 
281.248 0.886623 317.213 146.709 
282.388 0.898867 314.16 137.672 
290.764 0.914775 317.853 128.401 
278.418 0.895391 310.946 138.458 
294.704 0.88101 334.506 158.254 
270.816 0.902258 300.153 129.425 
282.158 0.900304 313.403 136.412 
290.816 0.905235 321.26 136.507 
291.803 0.898006 324.946 142.971 
284.444 0.905414 314.159 133.37 
288.053 0.902296 319.244 137.631 
294.954 0.885337 333.154 154.9 
284.38 0.902604 315.066 135.627 
282.05 0.888674 317.382 145.532 
284.386 0.898352 316.564 139.059 
287.756 0.912438 315.37 129.054 
282.258 0.90635 311.423 131.585 
295.725 0.902564 327.65 141.072 
292.307 0.901998 324.067 139.913 
287.597 0.910869 315.739 130.304 
286.177 0.897605 318.823 140.537 
282.745 0.909239 310.969 129.449 
295.992 0.909583 325.416 135.218 
278.111 0.902529 308.146 132.697 
281.592 0.909315 309.675 128.858 
277.852 0.899131 309.022 135.252 
292.297 0.906015 322.618 136.547 
291.889 0.885507 329.629 153.154 
300.078 0.906932 330.872 139.389 
285.479 0.903701 315.9 135.257 
286.097 0.883247 323.915 151.887 
291.225 0.88701 328.321 151.602 
289.62 0.896242 323.149 143.338 
286.753 0.8998 318.685 139.043 
284.878 0.895424 318.149 141.644 
293.753 0.899028 326.744 143.078 
281.913 0.906368 311.036 131.409 
293.905 0.905093 324.724 138.077 
282.583 0.915324 308.725 124.329 
286.755 0.896998 319.683 141.311 
289.664 0.907001 319.365 134.493 
278.505 0.913563 304.856 123.984 
291.406 0.899064 324.122 141.906 
280.232 0.897588 312.206 137.632 
291.974 0.899295 324.67 141.992 
286.306 0.906877 315.706 133.037 
283.11 0.893275 316.935 142.465 
283.709 0.908747 312.198 130.295 
296.516 0.901895 328.77 142.014 
294.228 0.884344 332.708 155.32 
280.868 0.889904 315.616 143.968 
286.057 0.879846 325.122 154.517 
281.842 0.890892 316.359 143.695 
295.588 0.900311 328.317 142.9 
273.639 0.904464 302.543 129.049 
283.446 0.898346 315.52 138.605 
283.651 0.898912 315.55 138.252 
283.459 0.906233 312.788 132.24 
290.92 0.886631 328.119 151.747 
275.63 0.904824 304.623 129.704 
277.797 0.897426 309.549 136.562 
287.952 0.884843 325.427 151.613 
296.494 0.887453 334.096 153.984 
277.884 0.89944 308.952 135.026 
275.751 0.899664 306.505 133.815 
287.08 0.891819 321.904 145.627 
293.753 0.889618 330.202 150.805 
290.2 0.899747 322.535 140.758 
286.329 0.918086 311.876 123.622 
278.595 0.882604 315.651 148.393 
292.323 0.885923 329.965 153.048 
282.263 0.898103 314.288 138.219 
292.391 0.893002 327.424 147.358 
285.767 0.895859 318.986 141.738 
268.343 0.902822 297.227 127.812 
293.491 0.898221 326.747 143.62 
274.415 0.895338 306.494 136.508 
291.129 0.917565 317.284 126.147 
286.176 0.89496 319.764 142.661 
293.989 0.896703 327.855 145.12 
290.682 0.897024 324.051 143.225 
287.071 0.891528 321.999 145.855 
288.681 0.90477 319.065 135.89 
286.882 0.914665 313.647 126.78 
286.519 0.911129 314.466 129.598 
278.595 0.898145 310.19 136.39 
288.412 0.909574 317.084 131.762 
290.545 0.897239 323.821 142.981 
289.553 0.905164 319.89 135.973 
291.003 0.898635 323.828 142.062 
279.769 0.898889 311.239 136.378 
296.621 0.900233 329.494 143.465 
285.009 0.900995 316.327 137.232 
287.855 0.888325 324.042 148.805 
295.66 0.909838 324.959 134.846 
287.418 0.904171 317.88 135.789 
299.06 0.908416 329.21 137.632 
283.106 0.908934 311.471 129.864 
290.887 0.905625 321.2 136.214 
286.434 0.904725 316.598 134.869 
291.149 0.906311 321.246 135.762 
285.342 0.898976 317.407 139.023 
284.314 0.90871 312.877 130.604 
293.793 0.90072 326.176 141.691 
281.261 0.901872 311.864 134.726 
281.649 0.904391 311.424 132.886 
281.357 0.901479 312.106 135.087 
274.723 0.908034 302.548 126.736 
281.514 0.888651 316.788 145.274 
295.669 0.892446 331.302 149.468 
296.718 0.899478 329.878 144.146 
288.319 0.895269 322.048 143.481 
288.062 0.90513 318.255 135.301 
281.59 0.886486 317.647 146.993 
287.3 0.895038 320.992 143.159 
268.289 0.905867 296.168 125.446 
287.302 0.902893 318.201 136.784 
282.655 0.906218 311.907 131.877 
289.845 0.898154 322.712 141.89 
288.793 0.907803 318.123 133.42 
289.966 0.903595 320.903 137.471 
290.902 0.884205 328.998 153.675 
279.192 0.902239 309.443 133.443 
288.499 0.911545 316.495 130.143 
292.93 0.890988 328.77 149.27 
286.941 0.903971 317.423 135.728 
285.103 0.897341 317.72 140.222 
286.941 0.899924 318.851 139.034 
284.336 0.896759 317.07 140.31 
281.771 0.914208 308.213 124.902 
284.991 0.902605 315.743 135.918 
287.603 0.894412 321.555 143.813 
294.3 0.891752 330.024 149.344 
289.931 0.894741 324.039 144.711 
282.35 0.903022 312.672 134.322 
279.919 0.902722 310.083 133.405 
293.452 0.906336 323.779 136.815 
294.122 0.891257 330.008 149.659 
283.49 0.882686 321.168 150.937 
279.72 0.920107 304.008 119.07 
289.304 0.904087 319.996 136.75 
278.509 0.898538 309.958 136.039 
283.504 0.87957 322.321 153.351 
283.142 0.896877 315.698 139.627 
300.755 0.889397 338.156 154.583 
277.803 0.907662 306.064 128.456 
282.267 0.910169 310.126 128.465 
290.561 0.907596 320.144 134.411 
287.726 0.896846 320.819 141.912 
274.988 0.911291 301.757 124.252 
297.356 0.89339 332.84 149.539 
277.916 0.905199 307.022 130.481 
280.4 0.903129 310.476 133.308 
281.448 0.912233 308.526 126.394 
292.949 0.897174 326.524 144.218 
280.771 0.921201 304.788 118.589 
287.258 0.903084 318.086 136.606 
276.222 0.882072 313.151 147.53 
291.398 0.891539 326.848 148.044 
290.526 0.907979 319.97 134.072 
287.907 0.893444 322.244 144.744 
291.749 0.905315 322.262 136.878 
278.814 0.908586 306.866 128.178 
287.686 0.898638 320.136 140.44 
284.046 0.90154 315.068 136.328 
285.365 0.897145 318.081 140.508 
282.832 0.91517 309.048 124.567 
284.044 0.912227 311.374 127.565 
283.387 0.90706 312.423 131.531 
